,Tweets
586,"RT @MarcGBQ: Machine Learning predicts thermostable enzyme variants, MD+aMD rationalize the molecular basis behind it! Fantastic and fun wo…"
587,"RT @svpino: Here is one of the best resources I've found to learn some of the math behind Machine Learning!

And it's free!

""Introduction…"
588,"RT @byLilyV: Complete #Python #Developer in 2020: Zero to Mastery
How to become a #Python3 Developer and get hired
Build 12+ projects
learn…"
589,"RT @mysixthfinger: Machine learning yields a breakthrough in the study of stellar nurseries

#Astronomy #Space #MachineLearning #AI via @ph…"
590,"RT @drsrinathsridha: I am looking for PhD students to join my group in Fall 2021 @BrownCSDept

If you are interested in 3D computer vision…"
591,"RT @byLilyV: Complete #Python #Developer in 2020: Zero to Mastery
How to become a #Python3 Developer and get hired
Build 12+ projects
learn…"
592,"RT @byLilyV: Complete #Python #Developer in 2020: Zero to Mastery
How to become a #Python3 Developer and get hired
Build 12+ projects
learn…"
593,"RT @LIFE_Lebanon: Apply now to Online Specialisation Courses in:
- Machine Learning
- Web React
- Blockchain
Finalise your enrolment to ben…"
594,"Alexis Networks (@alexisnetworks) offers hands-free fraud detection and prediction solutions - fully automated - 100% unlabelled data and 100% unsupervised machine learning.

📢 Check out Alexis Networks at https://t.co/jGEO5Vvvw8"
595,"RT @byLilyV: Complete #Python #Developer in 2020: Zero to Mastery
How to become a #Python3 Developer and get hired
Build 12+ projects
learn…"
596,"RT @NPR: Using machine learning and AI, researchers behind a $3.3 million project funded by the EU hope to document — and later recreate —…"
597,"@NICE_Actimize has announced the latest version of its IFM-X platform that delivers one of the industry’s most advanced detection capabilities powered by AI and machine learning.

Learn more &gt;&gt;
https://t.co/FLX4oq7IMK

#IFMX #fraud #frauddetection #AI #machinelearning https://t.co/cygH8mlARB"
598,"RT @drsrinathsridha: I am looking for PhD students to join my group in Fall 2021 @BrownCSDept

If you are interested in 3D computer vision…"
599,"RT @mysixthfinger: Machine learning yields a breakthrough in the study of stellar nurseries

#Astronomy #Space #MachineLearning #AI via @ph…"
600,"RT @mysixthfinger: Machine learning yields a breakthrough in the study of stellar nurseries

#Astronomy #Space #MachineLearning #AI via @ph…"
601,"RT @drsrinathsridha: I am looking for PhD students to join my group in Fall 2021 @BrownCSDept

If you are interested in 3D computer vision…"
602,"RT @LaForge_AI: All Machine Learning Algorithms You Should Know in 2021

#machinelearning #AI #DataScience #GetMoreInsights
https://t.co/RJ…"
603,"Apply now to Online Specialisation Courses in:
- Machine Learning
- Web React
- Blockchain
Finalise your enrolment to benefit from the LIFE/ASFARI scholarship. Deadline is 1 December. Don’t miss your chance!
https://t.co/An3zE5GxCM
#defineyourfuture https://t.co/g0AwJ5zpEk"
604,"RT @LaForge_AI: All Machine Learning Algorithms You Should Know in 2021

#machinelearning #AI #DataScience #GetMoreInsights
https://t.co/RJ…"
605,"Complete #Python #Developer in 2020: Zero to Mastery
How to become a #Python3 Developer and get hired
Build 12+ projects
learn #Web #Development
#Machine #Learning + more
https://t.co/vRkg9EK8Sw
#CodeNewbies #100DaysOfCode #webdevelopment #WomenWhoCode #online #courses https://t.co/4qyPVE4BFR"
606,#EMNLP2020 Scaling Systematic Literature Reviews with Machine Learning Pipelines. (arXiv:2010.04665v1 [cs\.CL]) https://t.co/VaBISrN5vV
607,"@jrwr @nickblack @nootsploit machine learning in Bash

now THAT is something that I need to get on"
608,"RT @NPR: Using machine learning and AI, researchers behind a $3.3 million project funded by the EU hope to document — and later recreate —…"
609,"RT @jennifazor: I can only give what I have, I have skill 😎 so part of my 2021 goals is to  teach &amp; train at least 500 people in Machine le…"
610,"RT @PrasoonPratham: My most favourite Machine learning tools : 

- Google colab
- Kaggle
- TensorFlow
- Pytorch
- SciKit Learn
- Pandas
- M…"
611,RT @Thycotic: 401 Access Denied hosts @joe_carson and @CybraryIT's Mike Gruen welcomed @Shift5co CEO @jalospinoso back to the podcast to di…
612,RT @NICELtd: @NICE_Actimize has announced the latest version of its IFM-X platform that delivers one of the industry’s most advanced detect…
613,RT @NICE_CX: @NICE_Actimize has announced the latest version of its IFM-X platform that delivers one of the industry’s most advanced detect…
614,"RT @CatherineAdenle: Machine Learning for Cybersecurity 101. All you need to know. When it comes to keeping data safe ... 

#cybersecurity…"
615,"RT @LaForge_AI: All Machine Learning Algorithms You Should Know in 2021

#machinelearning #AI #DataScience #GetMoreInsights
https://t.co/RJ…"
616,RT @TDataScience: All Machine Learning Algorithms You Should Know in 2021  https://t.co/0Yl057FAHu
617,"RT @jennifazor: I can only give what I have, I have skill 😎 so part of my 2021 goals is to  teach &amp; train at least 500 people in Machine le…"
618,RT @EdKwedar: How to Create A Train/Test Split for Your #MachineLearning Model? #BigData #Analytics #DataScience #AI #IoT #IIoT #Python #RS…
619,"RT @rasangarocks: Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow

Link - https://t.co/ytXjwuQbXW

#MachineLearning #ML…"
620,RT @CEO_dalmi: dalmi's business plan is called tarzan remember dosan use tarzan to help her understand machine learning 🤧 #StartUpEp12 http…
621,"RT @rasangarocks: Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow

Link - https://t.co/ytXjwuQbXW

#MachineLearning #ML…"
622,"@iamdevloper He literally just gave a list of buzzwods from previous years. Could go even earlier with: Client/Server, Cloud, IoT, Machine Learning, Big Data."
623,"RT @PrasoonPratham: My most favourite Machine learning tools : 

- Google colab
- Kaggle
- TensorFlow
- Pytorch
- SciKit Learn
- Pandas
- M…"
624,"@NICE_Actimize has announced the latest version of its IFM-X platform that delivers one of the industry’s most advanced detection capabilities powered by AI and machine learning. 

Learn more &gt;&gt;
https://t.co/3sKDVJN1KF

#IFMX #fraud #frauddetection #AI #machinelearning https://t.co/FchRBRktpZ"
625,"@NICE_Actimize has announced the latest version of its IFM-X platform that delivers one of the industry’s most advanced detection capabilities powered by AI and machine learning.

Learn more &gt;&gt;
https://t.co/P8ywSP5zlq

#IFMX #fraud #frauddetection #AI #machinelearning https://t.co/iXqbY4HrgG"
626,"RT @ruben_arce_s: #MachineLearning and Algorithms

@ruben_arce_s

#AI #5G #IoT #IT 
#Digital #DataScientist
#digitaltransformation
#DeepLea…"
627,RT @CEO_dalmi: dalmi's business plan is called tarzan remember dosan use tarzan to help her understand machine learning 🤧 #StartUpEp12 http…
628,"Advanced Machine Learning dersinden bir sayfa. Bir makaleyi bu kadar kısa ve ustaca anlatabilmek mükemmel cidden.

Karşılaştırma adına makaledeki görseli de yanına ekliyorum.

Makale linki: https://t.co/kSvlrDGqm3 https://t.co/Wn2IXYJUeo"
629,"RT @ruben_arce_s: #MachineLearning and Algorithms

@ruben_arce_s

#AI #5G #IoT #IT 
#Digital #DataScientist
#digitaltransformation
#DeepLea…"
630,RT @The__Leadership: Why Automated Machine Learning Is Becoming A Must-Have Business Intelligence Skill https://t.co/0Xte7PBtSS #GrowthHack…
631,Why Automated Machine Learning Is Becoming A Must-Have Business Intelligence Skill https://t.co/0Xte7PBtSS #GrowthHacking #Leadership #Startup #BusinessGrowth #Entrepreneur #SmallBusiness #Marketing
632,"RT @ormacheatuco: #AI.com

#Artificial #Intelligence
#LL.com
#Domain for sale:  https://t.co/xcdI92tKHF

#Algorithm; #Chatbots 
#Cluster. .…"
633,"RT @Houston__AI: Artificial intelligence, machine learning, 5G, IoT will be most important tech in 2021: Study - Financial Express https://…"
634,"RT @ormacheatuco: #AI.com

#Artificial #Intelligence
#LL.com
#Domain for sale:  https://t.co/xcdI92tKHF

#Algorithm; #Chatbots 
#Cluster. .…"
635,"Inteligencia artificial (también aplica para Big data, ciencias de la computación, etc)
https://t.co/JxJfxuNh1f"
636,"RT @stpiindia: #AI &amp; #ML can play a pivotal role in transforming logistic sector by automating warehouse operations, increasing productivit…"
637,"RT @makneta: @Arvind_0602 is starting his next #100DaysOfCode round &amp; he'll learn not only web dev but also Machine Learning.
I want to joi…"
638,"RT @makneta: @Arvind_0602 is starting his next #100DaysOfCode round &amp; he'll learn not only web dev but also Machine Learning.
I want to joi…"
639,RT @AIRCCFP: 2nd International Conference on Natural Language Processing and Machine Learning (NLPML 2021) https://t.co/H8ODJjxDF2
640,"Artificial intelligence, machine learning, 5G, IoT will be most important tech in 2021: Study - Financial Express https://t.co/I2ssDMjfUM #Houston #ArtificialIntelligence #AI"
641,"often than rarer words [rank &gt; 10,000].
As such, typical machine learning models do not learn meaningful concepts related to these relatively rarer words, which are nevertheless important to understand language."
642,"Modelli di machine learning e loro addestramento, dalle prestazioni in laboratorio a quelle nel mondo reale https://t.co/UXGxGIXwaV"
643,RT @SubkrishnaRao: The Rewired robotics-focused venture studio has sold its stake in London-based enterprise machine learning company Seldo…
644,The Rewired robotics-focused venture studio has sold its stake in London-based enterprise machine learning company Seldon. #robotics https://t.co/PYtTxJDRma https://t.co/8XhYiZqUs2
645,"@JohnMeuser I'm interested in examples of a well-integrated system where some parts are electronic/mechatronic/machine learning etc. and some parts are biological tissues/cells, and they all function together."
646,"RT @ruben_arce_s: #MachineLearning and Algorithms

@ruben_arce_s

#AI #5G #IoT #IT 
#Digital #DataScientist
#digitaltransformation
#DeepLea…"
647,"RT @rasangarocks: Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow

Link - https://t.co/ytXjwuQbXW

#MachineLearning #ML…"
648,"RT @ipfconline1: Orchestrating #MachineLearning Models on Kubernetes in #DevOps Space 

https://t.co/RLd9FUkxXF v/ @AI_oodles 
#AI
Cc @Deep…"
649,"RT @ruben_arce_s: #MachineLearning and Algorithms

@ruben_arce_s

#AI #5G #IoT #IT 
#Digital #DataScientist
#digitaltransformation
#DeepLea…"
650,"RT @GoogleAI: Curious about what drives Hum to Search, the new feature in Google Search that allows you to find a song just by humming it?…"
651,"RT @GoogleAI: Curious about what drives Hum to Search, the new feature in Google Search that allows you to find a song just by humming it?…"
652,"@LukeLPearson Fucken tech bros. Put machine learning onto everything no matter how bad an idea it is in so many cases.
Yes, it likely does what they say with the accuracy they say.
No, it's not useful at all. If the metrics are there they should be in the hands of social workers, NOT cops /"
653,Deciphering the Menace of Machine Learning on Social System https://t.co/85YPbUr0Ls  #MachineLearning
654,RT @IntuitMachine: The state of machine learning practice: https://t.co/A4pesHh9c8
655,RT @IntuitMachine: The state of machine learning practice: https://t.co/A4pesHh9c8
656,"RT @svpino: Don't start your career in Machine Learning by writing a lot of code. You should start by learning to think about problems. 

I…"
657,Elements of a Viable Machine Learning Algorithm https://t.co/QPlSbxYO8U [@DataScienceCtrl]
658,"@RexChapman Aliens are at this moment machine learning from our social media habits and going, nah, something not right here."
659,"RT @sjoerdapp: 💯✨ Artificial intelligence, machine learning, 5G, IoT will be most important tech in 2021: Study - Financial Express https:/…"
660,"RT @elainebeare: Artificial Intelligence and #MachineLearning, 5G and #IoT will be the Most Important #Technologies in 2021via @iotbusiness…"
661,"RT @sjoerdapp: 💯✨ Artificial intelligence, machine learning, 5G, IoT will be most important tech in 2021: Study - Financial Express https:/…"
662,"RT @RogerAttick: When machine learning knows too much about you... We know there’s a cost when models predict incorrectly, but is there als…"
663,"RT @AbozeBrain: I just published an article on building an SMS spam detection web application using Python, machine learning and Vonage API…"
664,"RT @elainebeare: Artificial Intelligence and #MachineLearning, 5G and #IoT will be the Most Important #Technologies in 2021via @iotbusiness…"
665,"RT @RogerAttick: When machine learning knows too much about you... We know there’s a cost when models predict incorrectly, but is there als…"
666,RT @saqibali_ca: #MachineLearning picks out hidden vibrations from earthquake data | MIT News | Massachusetts Institute of Technology  http…
667,#MachineLearning picks out hidden vibrations from earthquake data | MIT News | Massachusetts Institute of Technology  https://t.co/4GhX2jFMmd H/T: @wearethinkit
668,"RT @AnalyticsFrance: #Intelligentchatbots - The future of machine learning techniques

 https://t.co/4PZE8b6Np1 

#Blog #Elinsys #MachineLe…"
669,"RT @ValaAfshar: Top technology investments for CIOs and IT:

1. Security
2. Big data and analytics
3. Internet of things
4. Multi-cloud str…"
670,"RT @adhoc_networks: I just published Machine learning Algo https://t.co/BmUu922a6o

#technicalblog #blogstory #ml #ai #aws #adhocnw #adhocn…"
671,"RT @AnalyticsFrance: #Intelligentchatbots - The future of machine learning techniques

 https://t.co/4PZE8b6Np1 

#Blog #Elinsys #MachineLe…"
672,"RT @adhoc_networks: I just published Machine learning Algo https://t.co/BmUu922a6o

#technicalblog #blogstory #ml #ai #aws #adhocnw #adhocn…"
673,"RT @ipfconline1: Orchestrating #MachineLearning Models on Kubernetes in #DevOps Space 

https://t.co/RLd9FUkxXF v/ @AI_oodles 
#AI
Cc @Deep…"
674,"RT @Eli_Krumova: #MachineLearning #CheatSheet: Classical equations, diagrams &amp; tricks in #ML 🔖🎯
⬇️
https://t.co/CJcP5K3npx
v/ @soulmachine…"
675,"RT @Eli_Krumova: #MachineLearning #CheatSheet: Classical equations, diagrams &amp; tricks in #ML 🔖🎯
⬇️
https://t.co/CJcP5K3npx
v/ @soulmachine…"
676,"@Milhouse_Van_Ho Not a coincidence. Legault here talked about training labour slack back into IT (AI, machine learning). He calls it ""4.0 industrial"" and the ""pandemic is forcing us to..."""
677,5 Most Useful Machine Learning Tools every lazy full-stack data scientist should use #Learning via https://t.co/XO8NXk3RYC https://t.co/iG1ONr4s9g
678,"RT @Eli_Krumova: #MachineLearning #CheatSheet: Classical equations, diagrams &amp; tricks in #ML 🔖🎯
⬇️
https://t.co/CJcP5K3npx
v/ @soulmachine…"
679,Mathematical Optimization #DeepLearning #learning  https://t.co/bp1Xe3eyZ7
680,"RT @jennifazor: I can only give what I have, I have skill 😎 so part of my 2021 goals is to  teach &amp; train at least 500 people in Machine le…"
681,"RT @jennifazor: I can only give what I have, I have skill 😎 so part of my 2021 goals is to  teach &amp; train at least 500 people in Machine le…"
682,RT @VentureBeat: Practical strategies to minimize bias in machine learning https://t.co/1X2bAxQhLQ
683,"RT @jennifazor: I can only give what I have, I have skill 😎 so part of my 2021 goals is to  teach &amp; train at least 500 people in Machine le…"
684,"@o_dafydd @stevefaulkner then use *waves vaguely* ""machine learning"""
685,"RT @Fabriziobustama: What is Machine Learning and what are its benefits
By @somagnews 
#AI #4IR #ITsecurity #Bigdata  #ArtificialIntelligen…"
686,RT @willman20: How Machine Learning Works for Social Good https://t.co/kTja8vXQIi #DataScience #MachineLearning #ML https://t.co/lCUMildGVJ
687,"RT @Fabriziobustama: What is Machine Learning and what are its benefits
By @somagnews 
#AI #4IR #ITsecurity #Bigdata  #ArtificialIntelligen…"
688,RT @willman20: How Machine Learning Works for Social Good https://t.co/kTja8vXQIi #DataScience #MachineLearning #ML https://t.co/lCUMildGVJ
689,"RT @Fabriziobustama: What is Machine Learning and what are its benefits
By @somagnews 
#AI #4IR #ITsecurity #Bigdata  #ArtificialIntelligen…"
690,RT @willman20: How Machine Learning Works for Social Good https://t.co/kTja8vXQIi #DataScience #MachineLearning #ML https://t.co/lCUMildGVJ
691,RT @elonmusk: Deus ex machine learning https://t.co/5ZSYalVczx
692,"RT @svpino: Don't start your career in Machine Learning by writing a lot of code. You should start by learning to think about problems. 

I…"
693,"RT @makneta: @Arvind_0602 is starting his next #100DaysOfCode round &amp; he'll learn not only web dev but also Machine Learning.
I want to joi…"
694,"RT @makneta: @Arvind_0602 is starting his next #100DaysOfCode round &amp; he'll learn not only web dev but also Machine Learning.
I want to joi…"
695,Tracking historical changes in trustworthiness using machine learning analyses of facial cues in paintings | Nature Communications https://t.co/YUnooAYjQY  #MachineLearning
696,"RT @svpino: Here is one of the best resources I've found to learn some of the math behind Machine Learning!

And it's free!

""Introduction…"
697,"Dagli: Faster and easier machine learning on the JVM, without the tech debt

https://t.co/risZ5wWfw4"
698,"RT @PrasoonPratham: From my little experience, I can tell that Machine learning is not what people think is :  

►  Lots of code and
►  Jus…"
699,"Quantum computing and vector machine learning... two of my favorite topics.

https://t.co/iE80skG2Nt"
700,"RT @makneta: @Arvind_0602 is starting his next #100DaysOfCode round &amp; he'll learn not only web dev but also Machine Learning.
I want to joi…"
701,"RT @omarsar0: Most of us start our machine learning journeys while doing something else.

I remember feeling discouraged at times because I…"
702,"Lynx Roundup, November 23rd 2020

Unexpected scientific insights into COVID-19 from machine learning! Information in micrographs of biological cells! New Spark 3 array functions.

 #Roundup

https://t.co/CKwTvOcYd6 https://t.co/LwyVVTfn75"
703,RT @Deep__AI: Read about Gram-Schmidt Process https://t.co/WsFkLJHTnW #Vector #GramSchmidtProcess
704,"@Arvind_0602 is starting his next #100DaysOfCode round &amp; he'll learn not only web dev but also Machine Learning.
I want to join him and learn a bit of ml, too. 

In that thread, I got plenty of good resources about starting with #MachineLearning and Natural Language Processing. https://t.co/Mt67XihkSa"
705,Read about Gram-Schmidt Process https://t.co/WsFkLJHTnW #Vector #GramSchmidtProcess
706,"▶️Analyses on reliability and treatment-induced attrition  suggested that measurement issues likely have not hidden true effects
▶️Also, I used machine-learning approaches by 
@Susan_Athey  et al. to assess whether effects might be hidden in subgroups https://t.co/1qWPwuAwlm"
707,"RT @jennifazor: I can only give what I have, I have skill 😎 so part of my 2021 goals is to  teach &amp; train at least 500 people in Machine le…"
708,"@KristianMedK @amstradsen En komplett AI må inneholde den statistiske/matematiske beslutningsmodellen kjent som AI, hvor datagrunnlaget endres ved hjelp av Machine Learning. Machine Learning og AI er to distinktive deler av det komplette produktet."
709,RT @SQLShack: Comparing models in #Azure #MachineLearning with @dineshasanka74 https://t.co/671fsJmmPc
710,Comparing models in #Azure #MachineLearning with @dineshasanka74 https://t.co/671fsJmmPc
711,"RT @byLilyV: Complete #Python #Developer in 2020: Zero to Mastery
How to become a #Python3 Developer and get hired
Build 12+ projects
learn…"
712,"RT @byLilyV: #FEATURED #COURSES

#Machine #Learning A-Z™: Hands-On #Python &amp; #R In #Data #Science

Learn to create Machine Learning Algorit…"
713,RT @IntuitMachine: The state of machine learning practice: https://t.co/A4pesHh9c8
714,RT @AmazonScience: Interested in artificial intelligence and machine learning? Follow Amazon Science and be the first to hear about the lat…
715,"RT @PrasoonPratham: My most favourite Machine learning tools : 

- Google colab
- Kaggle
- TensorFlow
- Pytorch
- SciKit Learn
- Pandas
- M…"
716,"RT @PrasoonPratham: From my little experience, I can tell that Machine learning is not what people think is :  

►  Lots of code and
►  Jus…"
717,"RT @222_skawngur: หลังจากทำงานในบ.อินแจ ดัลมีก็ออกมาตั้งบ.ใหม่เอง ใช้ชื่อว่า ""ชองมยอง คอมปานี"" (ชื่อของพ่อดัลมี) ซึ่งดัลมีเป็นCEO 
เอาโปรเจ…"
718,"RT @PrasoonPratham: From my little experience, I can tell that Machine learning is not what people think is :  

►  Lots of code and
►  Jus…"
719,"RT @couponed_code: Machine Learning Deep Learning Model Deployment 
@udemy Udemy Promo Discount

https://t.co/mz5AngC2RJ

#DeepLearning #An…"
720,"“Regulation must be informed by good science: hence the importance of research in AI governance, risk management and safety, particularly to address the challenge of aligning AI with societal values that will change over time” Kok Yam Tam @SmartNationSG https://t.co/t96vwc0NlD"
721,Las ventajas que supone el Machine Learning en la automatización industrial #BSDAlcoi Somos Expertos en Control y Automatización Industrial https://t.co/tzuZ4iA6Xc
722,RT @iLearn2Primary: Year 6 Machine Learning &amp; Artificial Intelligence Pupil Activity Pack for school/home access. Includes introduction vid…
723,"RT @elintech_system: #Intelligentchatbots - The future of machine learning techniques

https://t.co/lPVD7lSIAA

#Blog #Elinsys #MachineLear…"
724,"RT @SamVanhoutte: I will be presenting on Time Series analytics in #Azure today at @update_conf.  
I will cover Time Series Insights, Strea…"
725,"@aryxnsharma @Adron +1, I believe that machine learning is not just about training neural nets, things like collecting and processing the data require common sense and creativity."
726,130 Machine Learning Projects Solved and Explained by Aman Kharwal https://t.co/zLjAvuD2Hy
727,"AI is becoming an increasingly important part of Marketing. Ma and Sun overview the most common methods of machine learning and set out a research agenda in 5 aspects of Marketing: method, data, usage, issue, and theory.

#machinelearning #marketing #data

https://t.co/4JRdIizvIL"
728,@nategentile7 Prueba algo de Machine Learning. Utilizar Keras sería una prueba fácil de hacer y se vería el rendimiento ;)
729,"The Department of Veterans Affairs has turned to machine-learning to help identify vets at risk of taking their own lives.
https://t.co/7p8cIqsmnx"
730,"@Definews_Info @ReefDeFi @StaFi_Protocol This will help Reef users to hedge against market volatility by making the staked assets liquid, while still earning the DeFi rewards that are available through Reef’s machine learning and AI powered DeFi Smart Yield Farming engine."
731,RT @_GroundReality: 3 ways criminals use AI in cybersecurity attacks. Bad actors use machine learning to break passwords more quickly and b…
732,"RT @PrasoonPratham: From my little experience, I can tell that Machine learning is not what people think is :  

►  Lots of code and
►  Jus…"
733,How Automated Machine Learning Addresses the Challenges of Traditional ML Models? | Analytics Insight https://t.co/iT1Z6Hz72m #DL #AI #ML #DeepLearning  #ArtificialIntelligence #MachineLearning #ComputerVision #AutonomousVehicles #NeuroMorphic
734,"💡  #ArtificialIntelligence is intelligence that is demonstrated in a machine. The goal is to create machines or programs that can work, react, and respond like a human. This can include speech recognition, learning, planning, and problem-solving. 

#CodeIT_WotW https://t.co/z42eZ69gmz"
735,"""Technologies like machine learning -- and the  analytics that can result from its use--are now essential,"" Forbes reports. Read the article for insights and contact us to discuss how Sacsto can help. https://t.co/3k4M2hVFnb"
736,"@Definews_Info @ReefDeFi @StaFi_Protocol This will help Reef users to hedge against market volatility by making the staked assets liquid, while still earning the DeFi rewards that are available through Reef’s machine learning and AI powered DeFi Smart Yield Farming engine."
737,RT @DD_NaNa_: 6 Machine Learning Concepts for Beginners https://t.co/WwfRkmvDGn #MachineLearning
738,"RT @byLilyV: #FEATURED #COURSES

#Machine #Learning A-Z™: Hands-On #Python &amp; #R In #Data #Science

Learn to create Machine Learning Algorit…"
739,"RT @drsrinathsridha: I am looking for PhD students to join my group in Fall 2021 @BrownCSDept

If you are interested in 3D computer vision…"
740,"RT @byLilyV: #FEATURED #COURSES

#Machine #Learning A-Z™: Hands-On #Python &amp; #R In #Data #Science

Learn to create Machine Learning Algorit…"
741,"RT @byLilyV: #FEATURED #COURSES

#Machine #Learning A-Z™: Hands-On #Python &amp; #R In #Data #Science

Learn to create Machine Learning Algorit…"
742,"RT @byLilyV: #FEATURED #COURSES

#Machine #Learning A-Z™: Hands-On #Python &amp; #R In #Data #Science

Learn to create Machine Learning Algorit…"
743,"RT @byLilyV: #FEATURED #COURSES

#Machine #Learning A-Z™: Hands-On #Python &amp; #R In #Data #Science

Learn to create Machine Learning Algorit…"
744,"Orchestrating #MachineLearning Models on Kubernetes in #DevOps Space 

https://t.co/RLd9FUkxXF v/ @AI_oodles 
#AI
Cc @DeepLearn007 @SpirosMargaris @andi_staub @StephaneNappo @antgrasso @mirko_ross @HaroldSinnott @JeroenBartelse https://t.co/mFA6RAOzXU"
745,Hearing The World Through Machine Learning https://t.co/gtZNvXyolI
746,Machine Learning for Time Series Data in Python: This course focuses on feature engineering and machine learning for time series data. https://t.co/QCgsigRbaV
747,"RT @tamaybes: A few months ago, I wrote an economics dissertation on whether machine learning models are getting harder to find. Here’s a s…"
748,"This is what I’m talking about. Fuck your machine learning. Finally, the future. 24hr pizza vending machine in Bedminster. https://t.co/ssU8ZmULon"
749,RT @AmazonScience: Interested in artificial intelligence and machine learning? Follow Amazon Science and be the first to hear about the lat…
750,"RT @apeisback: @e6madeit nah in chemistry but my aim is to get into machine learning again, I did a course in data science couple months ag…"
751,RT @neurology_live: A recent study published in Neurology has suggested that machine learning models used to predict delayed ischemic #stro…
752,"RT @svpino: Here is one of the best resources I've found to learn some of the math behind Machine Learning!

And it's free!

""Introduction…"
753,"RT @byLilyV: #FEATURED #COURSES
The #Data #Science Course 2020: Complete #DataScience Bootcamp
In demand skills: #Statistical #analysis
#Py…"
754,"RT @Ayoolafelix: How to become a Data Analyst, Data Scientist or Machine Learning Engineer before the end of 2020.

1/ Apply for DataCamp 1…"
755,"RT @drsrinathsridha: I am looking for PhD students to join my group in Fall 2021 @BrownCSDept

If you are interested in 3D computer vision…"
756,"RT @stpiindia: #AI &amp; #ML can play a pivotal role in transforming logistic sector by automating warehouse operations, increasing productivit…"
757,RT @cybersecboardrm: Demystifying Quantum Machine Learning #Cybersecurity #learning #security  https://t.co/IacXInjEj4
758,"RT @svpino: Don't start your career in Machine Learning by writing a lot of code. You should start by learning to think about problems. 

I…"
759,"Our girls' cricket programme continues to grow. With four all weather outdoor nets, bowling machine as well as indoor nets, we have fabulous facilities and it is great to see girls enjoying learning the game and working hard at their skills all year round! #cricket #thisgirlcan https://t.co/SXOZIbqINM"
760,RT @crowdsourcegh: Explore Machine Learning (ML) with Crowdsource is a Google program to get started with Machine Learning and understand t…
761,"RT @ValaAfshar: Top technology investments for CIOs and IT:

1. Security
2. Big data and analytics
3. Internet of things
4. Multi-cloud str…"
762,"RT @ValaAfshar: Top technology investments for CIOs and IT:

1. Security
2. Big data and analytics
3. Internet of things
4. Multi-cloud str…"
763,@PrasoonPratham Common sense is a misnomer. Machine learning is just math. Math that can be used effectively or ineffectively to automate decision making via computers instead of humans... albeit it still requires regular human involvement to be effective or ethical.
764,Machine learning explained in two sentences. Awesome. https://t.co/IXiXJxbWQ1
765,RT @CEO_dalmi: dalmi's business plan is called tarzan remember dosan use tarzan to help her understand machine learning 🤧 #StartUpEp12 http…
766,"RT @jennifazor: I can only give what I have, I have skill 😎 so part of my 2021 goals is to  teach &amp; train at least 500 people in Machine le…"
767,"RT @drsrinathsridha: I am looking for PhD students to join my group in Fall 2021 @BrownCSDept

If you are interested in 3D computer vision…"
768,How Machine Learning Works for Social Good - KDnuggets https://t.co/8vrPmGbLPw #machinelearning
769,"AI and Machine Learning Can Repurpose Humans, Not Replace Them - ABA Banking Journal #IntelligentAutomation 
https://t.co/JnD23xBvkA"
770,RT @brendantierney: What @chipro learned from looking at 200 machine learning tools https://t.co/ZLTt2cuxGK #Machinelearning #ArtificialInt…
771,"RT @d4hio: RT @BOECKBX: What a wonderful use of Machine Learning

to help parents understand their babies – in this talk with Roberto Ianno…"
772,"Eye exam could lead to early Parkinson's disease diagnosis:
A simple #eye exam combined with powerful artificial intelligence (AI) machine learning #technology could provide early detection of Parkinson's disease
https://t.co/ByO3fxKLOP"
773,"https://t.co/aVohruAOKx 

#imageclassification #convolutionalneuralnetworks #deeplearning #keras #tensorflow"
774,"A recent study published in Neurology has suggested that machine learning models used to predict delayed ischemic #stroke and functional outcomes significantly outperformed standard models when used in subarachnoid hemorrhage care. 

https://t.co/UxywDKp8eq"
775,What @chipro learned from looking at 200 machine learning tools https://t.co/ZLTt2cuxGK #Machinelearning #ArtificialIntelligence #DataMining #MLOps #ML #AI https://t.co/ioohVCCcoa
776,"Folks👋, we're back with Words of Wisdom from Robofied. Today we have: Ian Goodfellow, Director of Machine Learning, Apple.

👉 Telegram Group: https://t.co/ssCvX81913

#ML #AI #DL #tech #analytics #data #artificialintelligence #machinelearning #datascience #python https://t.co/pXx04uwCYt"
777,FOXG1 Research Foundation to Pioneer a Machine Learning Approach to Accelerate Rare Disease Research with Support From the Chan Zuckerberg Initiative https://t.co/uiakhBaXzh
778,"RT @ValaAfshar: Top technology investments for CIOs and IT:

1. Security
2. Big data and analytics
3. Internet of things
4. Multi-cloud str…"
779,"RT @MLforKids: Machine Learning for Kids: helping kids learn about ML by letting them train models and make things with them
Info at https:…"
780,RT @odsc: Join the newly launched Ai+ Training monthly subscription service to take advantage of hours of training content on machine learn…
781,"RT @stpiindia: #AI &amp; #ML can play a pivotal role in transforming logistic sector by automating warehouse operations, increasing productivit…"
782,"🤖🤖🤖AI and Machine Learning Can Repurpose Humans, Not Replace Them - ABA Banking Journal https://t.co/7RJ0JrQ7Hw #CuttingEdge #MachineLearning #ML https://t.co/bc4ffrD6j7"
783,RT @TDataScience: All Machine Learning Algorithms You Should Know in 2021  https://t.co/0Yl057FAHu
